tick_id,date,site,life_stage,bb_result
5524,2024-08-06,Major,nymph,0
5523,2024-08-06,Major,nymph,1
5473,2024-07-24,Foote,nymph,0
5476,2024-07-24,Foote,nymph,0
5475,2024-07-24,Foote,nymph,0
5474,2024-07-24,Foote,nymph,1
5472,2024-07-24,Foote,nymph,0
5518,2024-07-24,Foote,nymph,1
5517,2024-07-24,Foote,nymph,0
5516,2024-07-24,Foote,nymph,1
5515,2024-07-29,Chipman,nymph,0
5514,2024-07-29,Chipman,nymph,0
5437,2024-07-29,Chipman,nymph,0
5436,2024-07-29,Chipman,nymph,1
5513,2024-07-29,Chipman,nymph,0
5512,2024-07-29,UpperChipman,nymph,0
5531,2024-07-30,Jackson,nymph,0
5530,2024-07-30,Jackson,nymph,0
5529,2024-07-30,Jackson,nymph,0
5489,2024-07-24,Foote,nymph,1
5488,2024-07-29,Chipman,nymph,0
5519,2024-07-23,Major,nymph,1
5546,2024-08-12,Chipman,nymph,1
5471,2024-08-08,Foote,nymph,0
5248,2024-08-08,Foote,nymph,1
5247,2024-08-08,Foote,nymph,0
5246,2024-08-08,Foote,nymph,0
5245,2024-08-08,Foote,nymph,0
5244,2024-08-08,Foote,nymph,0
5553,2024-08-08,Foote,nymph,0
5521,2024-08-12,Chipman,nymph,0
5522,2024-08-12,Chipman,nymph,0
5549,2024-08-12,Chipman,nymph,0
5550,2024-08-12,Chipman,nymph,1
5552,2024-08-12,Chipman,nymph,0
5551,2024-08-12,Chipman,nymph,0
